property_id,location,city,state,latitude,longitude,area_sqft,bedrooms,bathrooms,floor_number,total_floors,furnishing_status,property_type,balcony_sqft,parking_spaces,amenities_score,nearby_workplace_km,nearby_school_km,nearby_hospital_km,nearby_metro_km,crime_rate,air_quality_index,monthly_rent
P0309,Vadodara - central,Vadodara,Gujarat,22.288527,73.155377,435,2,2,1,3,Semi-Furnished,Apartment,13,1,4,3.88,7.81,4.55,13.85,41.0,139,4777
P0310,Valsad - central,Valsad,Gujarat,20.581616,72.955242,791,3,4,11,11,Unfurnished,Apartment,25,1,1,11.74,5.96,8.95,10.91,47.6,116,5361
P0311,Rajkot - central,Rajkot,Gujarat,22.287749,70.828744,481,2,3,1,1,Unfurnished,Independent House,16,2,5,11.85,4.14,1.64,11.37,54.3,112,4862
P0312,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.025046,72.589969,1127,2,3,3,8,Semi-Furnished,Apartment,92,1,5,6.34,3.99,4.77,7.34,28.1,80,17012
P0313,Jamnagar - central,Jamnagar,Gujarat,22.447263,70.068201,1007,2,2,8,9,Semi-Furnished,Apartment,23,2,1,3.78,5.68,5.02,9.71,48.0,72,6058
P0314,Anand - outskirts,Anand,Gujarat,22.536214,72.952381,491,1,1,10,10,Unfurnished,Apartment,40,2,1,3.98,0.32,0.64,34.29,42.4,137,3389
P0315,Vadodara - central,Vadodara,Gujarat,22.308086,73.17647,688,2,2,6,6,Semi-Furnished,Apartment,19,2,5,1.55,1.44,5.48,0.93,40.3,70,7973
P0316,Ahmedabad - central,Ahmedabad,Gujarat,23.050946,72.545919,1245,4,4,2,10,Unfurnished,Apartment,50,2,7,8.08,1.42,3.14,24.24,44.2,113,19570
P0317,Valsad - central,Valsad,Gujarat,20.609407,72.923401,868,3,4,1,4,Semi-Furnished,Apartment,41,1,3,5.24,2.84,0.95,33.83,43.6,103,6712
P0318,Rajkot - central,Rajkot,Gujarat,22.307867,70.809806,305,1,1,3,11,Semi-Furnished,Apartment,12,1,4,5.71,7.5,5.42,15.36,47.3,65,3003
P0319,Jamnagar - central,Jamnagar,Gujarat,22.459332,70.056823,1036,3,4,2,4,Unfurnished,Apartment,48,1,3,8.3,1.97,2.54,10.25,68.1,108,6512
P0320,Diu - central,Diu,Gujarat,20.687815,71.011305,1122,3,3,6,7,Semi-Furnished,Apartment,94,0,1,8.73,6.28,0.74,36.38,50.2,126,8372
P0321,Vapi - outskirts,Vapi,Gujarat,20.379105,72.92394,1202,4,4,12,12,Semi-Furnished,Apartment,38,1,1,9.35,4.25,5.07,8.16,38.1,78,9356
P0322,Navsari - outskirts,Navsari,Gujarat,20.933364,72.969856,864,2,2,4,7,Semi-Furnished,Apartment,91,0,1,6.49,5.63,1.31,24.1,44.6,106,5918
P0323,Ahmedabad - central,Ahmedabad,Gujarat,23.019044,72.541872,668,1,1,3,3,Unfurnished,Apartment,58,1,8,7.74,5.63,9.05,17.13,32.8,76,11415
P0324,Kheda - outskirts,Kheda,Gujarat,22.767217,72.71409,1194,2,2,1,1,Furnished,Independent House,48,2,1,7.8,6.34,2.89,7.8,55.6,78,5242
P0325,Vadodara - central,Vadodara,Gujarat,22.30124,73.188898,1060,2,2,7,8,Unfurnished,Apartment,107,1,4,0.52,0.51,6.49,15.75,47.4,78,11383
P0326,Vadodara - central,Vadodara,Gujarat,22.333885,73.20426,1163,2,3,8,8,Semi-Furnished,Apartment,108,1,6,9.96,6.42,2.15,10.36,54.5,138,13457
P0327,Surat - outskirts,Surat,Gujarat,21.141047,72.83265,1411,4,4,4,10,Semi-Furnished,Apartment,148,0,5,7.49,4.84,1.66,23.95,47.7,111,18589
P0328,Porbandar - outskirts,Porbandar,Gujarat,21.613426,69.632768,1117,2,2,3,7,Unfurnished,Apartment,65,1,1,2.74,6.61,7.32,11.63,61.0,147,5609
P0329,Surat - central,Surat,Gujarat,21.200004,72.857459,905,3,3,7,8,Unfurnished,Apartment,82,1,8,3.22,0.85,0.78,8.32,43.6,137,13910
P0330,Kheda - central,Kheda,Gujarat,22.765615,72.684476,898,3,3,6,9,Furnished,Apartment,98,0,1,2.32,1.44,5.03,16.87,49.3,109,4033
P0331,Surat - central,Surat,Gujarat,21.149276,72.852282,1366,3,4,1,1,Semi-Furnished,Independent House,97,1,6,3.31,2.57,8.95,7.89,58.5,81,18173
P0332,Anand - outskirts,Anand,Gujarat,22.542019,72.904515,1114,2,2,4,5,Semi-Furnished,Apartment,133,1,2,4.41,5.7,4.95,22.25,63.4,62,7573
P0333,Vapi - central,Vapi,Gujarat,20.41918,72.881319,1134,3,3,5,6,Unfurnished,Apartment,23,1,3,11.06,2.04,5.08,8.3,48.1,122,9590
P0334,Rajkot - outskirts,Rajkot,Gujarat,22.317959,70.829644,1177,2,2,1,1,Unfurnished,Independent House,49,1,5,0.27,7.76,6.63,23.77,38.6,128,12576
P0335,Junagadh - central,Junagadh,Gujarat,21.51581,70.452044,1447,3,4,1,1,Semi-Furnished,Independent House,75,0,3,3.21,2.0,7.75,18.96,57.3,103,9470
P0336,Anand - outskirts,Anand,Gujarat,22.540013,72.924252,1090,3,4,1,1,Unfurnished,Independent House,56,1,2,4.54,1.68,4.57,18.58,50.4,137,7771
P0337,Rajkot - central,Rajkot,Gujarat,22.291925,70.787119,779,3,4,4,5,Semi-Furnished,Apartment,65,0,4,5.72,0.73,8.06,7.51,61.1,88,7297
P0338,Rajkot - central,Rajkot,Gujarat,22.298875,70.814463,250,1,1,10,10,Unfurnished,Apartment,13,1,3,0.39,5.95,4.74,19.65,47.7,85,2329
P0339,Vadodara - outskirts,Vadodara,Gujarat,22.277998,73.190548,920,3,3,1,1,Unfurnished,Independent House,22,0,3,11.79,2.15,6.8,10.84,56.0,94,9075
P0340,Bhavnagar - central,Bhavnagar,Gujarat,21.745793,72.123509,538,2,2,1,1,Unfurnished,Independent House,31,1,1,9.69,0.79,1.52,11.68,56.7,65,3137
P0341,Bhavnagar - central,Bhavnagar,Gujarat,21.75219,72.171667,939,2,2,1,1,Furnished,Independent House,37,2,5,8.92,3.62,4.95,5.69,43.4,106,7176
P0342,Rajkot - central,Rajkot,Gujarat,22.303174,70.815057,1520,3,4,1,1,Unfurnished,Independent House,78,1,6,5.95,3.94,5.99,15.29,38.0,50,17088
P0343,Jamnagar - central,Jamnagar,Gujarat,22.461049,70.063826,841,3,4,11,12,Semi-Furnished,Apartment,75,0,3,3.6,1.62,3.57,13.12,54.6,154,5559
P0344,Valsad - outskirts,Valsad,Gujarat,20.581569,72.940945,1126,3,4,1,1,Unfurnished,Independent House,69,1,2,10.17,5.01,2.97,31.22,49.4,92,8057
P0345,Ahmedabad - central,Ahmedabad,Gujarat,23.026219,72.570582,1240,2,2,1,1,Semi-Furnished,Villa,35,1,7,10.34,4.08,8.11,8.44,45.4,91,19410
P0346,Diu - outskirts,Diu,Gujarat,20.720579,71.005503,983,3,4,1,1,Unfurnished,Independent House,51,1,1,11.37,6.41,9.63,31.45,70.7,100,6797
P0347,Ahmedabad - central,Ahmedabad,Gujarat,23.018847,72.566345,658,1,1,1,1,Furnished,Independent House,20,1,7,8.84,0.88,6.54,8.37,52.6,116,10039
P0348,Porbandar - central,Porbandar,Gujarat,21.642669,69.615132,1032,2,2,6,9,Unfurnished,Apartment,45,1,1,9.49,1.19,4.4,37.13,73.2,70,4947
P0349,Ankleshwar - central,Ankleshwar,Gujarat,21.592743,73.00522,980,2,2,4,5,Furnished,Apartment,94,1,1,10.85,0.56,6.39,29.97,47.0,81,5917
P0350,Mehsana - central,Mehsana,Gujarat,23.58707,72.351438,679,2,2,10,11,Unfurnished,Apartment,61,1,4,6.62,6.33,6.59,29.41,65.3,75,4553
P0351,Vadodara - central,Vadodara,Gujarat,22.302565,73.181516,574,1,1,1,6,Semi-Furnished,Apartment,29,1,6,0.48,7.13,5.49,6.47,50.2,73,6745
P0352,Nadiad - outskirts,Nadiad,Gujarat,22.697933,72.85262,870,2,2,4,4,Semi-Furnished,Apartment,81,2,3,9.7,7.91,5.74,36.3,43.4,81,5984
P0353,Vadodara - outskirts,Vadodara,Gujarat,22.30397,73.173358,769,3,3,4,8,Unfurnished,Apartment,43,0,2,8.6,6.64,1.0,1.55,54.7,73,7198
P0354,Jamnagar - central,Jamnagar,Gujarat,22.468026,70.029656,501,2,2,8,10,Unfurnished,Apartment,30,1,2,5.92,3.72,9.69,22.96,35.4,93,3345
P0355,Surat - central,Surat,Gujarat,21.15851,72.818109,1077,3,3,1,7,Semi-Furnished,Apartment,34,1,6,3.67,0.32,1.6,19.59,20.8,110,16317
P0356,Surat - outskirts,Surat,Gujarat,21.167144,72.853081,1403,2,3,5,12,Semi-Furnished,Apartment,154,1,6,8.7,4.89,7.67,12.62,30.9,89,20562
P0357,Vadodara - outskirts,Vadodara,Gujarat,22.310761,73.162746,689,1,1,3,3,Unfurnished,Apartment,64,2,3,8.55,4.62,8.0,17.68,41.2,87,7163
P0358,Gandhinagar - central,Gandhinagar,Gujarat,23.204826,72.642234,1391,2,3,1,3,Unfurnished,Apartment,101,1,3,2.63,6.65,8.42,14.49,59.6,113,15797
P0359,Bhavnagar - outskirts,Bhavnagar,Gujarat,21.754017,72.12353,764,2,3,1,7,Furnished,Apartment,22,1,3,3.22,0.81,3.21,19.25,57.2,131,5002
P0360,Ahmedabad - central,Ahmedabad,Gujarat,23.025687,72.545327,724,3,3,1,1,Unfurnished,Independent House,9,1,8,2.99,4.12,5.14,23.73,38.9,101,12118
P0361,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.050181,72.574709,966,2,2,3,5,Semi-Furnished,Apartment,62,1,7,9.44,1.22,5.5,4.2,40.8,141,15365
P0362,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.010538,72.565118,1440,4,4,5,10,Semi-Furnished,Apartment,149,1,6,7.66,4.72,5.2,1.14,39.1,47,21992
P0363,Ahmedabad - central,Ahmedabad,Gujarat,23.000524,72.596735,596,2,2,6,8,Unfurnished,Apartment,70,1,7,8.01,2.64,2.26,23.97,29.5,128,9850
P0364,Gandhinagar - central,Gandhinagar,Gujarat,23.244628,72.614386,1146,3,4,1,4,Unfurnished,Apartment,116,1,3,11.67,3.07,6.09,9.67,58.7,59,13058
P0365,Rajkot - central,Rajkot,Gujarat,22.310262,70.772628,1558,3,4,1,1,Furnished,Independent House,104,2,4,2.81,7.84,9.68,0.92,30.4,93,16259
P0366,Veraval - outskirts,Veraval,Gujarat,20.916935,70.341511,1147,3,3,11,12,Unfurnished,Apartment,87,0,1,1.71,0.61,2.74,24.95,55.2,137,5043
P0367,Mehsana - outskirts,Mehsana,Gujarat,23.592534,72.370635,726,3,4,1,1,Furnished,Independent House,28,1,1,10.28,2.65,8.47,19.24,60.7,124,4171
P0368,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.011148,72.57896,1756,4,4,3,6,Furnished,Apartment,135,0,8,8.9,7.83,4.35,1.86,40.0,94,29281
P0369,Ahmedabad - central,Ahmedabad,Gujarat,22.99999,72.599872,1091,3,4,4,10,Unfurnished,Apartment,112,1,5,2.99,0.68,6.08,10.96,49.0,95,15329
P0370,Bharuch - central,Bharuch,Gujarat,21.726975,73.013148,1374,2,2,1,1,Furnished,Independent House,72,1,1,0.86,0.51,8.53,19.06,44.4,86,9418
P0371,Gandhinagar - central,Gandhinagar,Gujarat,23.223842,72.622277,487,1,1,1,1,Unfurnished,Independent House,20,1,3,1.41,4.8,0.86,19.74,53.5,128,5656
P0372,Rajkot - outskirts,Rajkot,Gujarat,22.309086,70.812898,619,1,1,9,9,Unfurnished,Apartment,59,2,5,9.35,1.26,3.23,8.57,45.1,94,6466
P0373,Ahmedabad - central,Ahmedabad,Gujarat,23.026466,72.56154,1303,3,3,1,1,Unfurnished,Villa,31,0,4,2.43,3.86,6.98,11.69,33.1,34,18376
P0374,Vadodara - central,Vadodara,Gujarat,22.326765,73.151604,1546,2,2,1,1,Unfurnished,Independent House,90,1,6,5.87,6.17,8.18,20.18,38.8,109,18908
P0375,Ahmedabad - central,Ahmedabad,Gujarat,23.008207,72.547471,691,2,2,1,8,Unfurnished,Apartment,27,1,7,3.29,1.48,8.51,6.15,42.1,94,10942
P0376,Surendranagar - central,Surendranagar,Gujarat,22.743794,71.629101,431,2,3,3,6,Unfurnished,Apartment,37,2,1,11.97,7.07,8.81,7.29,67.5,151,2000
P0377,Rajkot - central,Rajkot,Gujarat,22.32098,70.81966,250,1,1,5,6,Semi-Furnished,Apartment,8,1,2,3.5,1.1,5.18,14.6,29.9,94,2338
P0378,Gandhinagar - central,Gandhinagar,Gujarat,23.239293,72.634025,268,1,1,3,5,Unfurnished,Apartment,19,2,5,5.79,4.69,6.45,19.77,45.0,84,3564
P0379,Surat - central,Surat,Gujarat,21.18847,72.820121,553,1,1,2,11,Furnished,Apartment,15,1,7,7.09,3.78,6.29,10.65,31.5,88,8474
P0380,Rajkot - central,Rajkot,Gujarat,22.318613,70.818309,958,3,4,9,11,Semi-Furnished,Apartment,26,1,6,1.6,2.95,5.55,8.34,42.6,75,10600
P0381,Valsad - central,Valsad,Gujarat,20.582193,72.918623,727,3,2,7,8,Unfurnished,Apartment,74,1,1,7.92,7.92,9.52,35.29,54.3,143,4810
P0382,Junagadh - central,Junagadh,Gujarat,21.522488,70.467431,250,1,1,1,1,Semi-Furnished,Independent House,18,1,3,10.26,0.34,1.56,35.58,44.9,139,2000
P0383,Vadodara - central,Vadodara,Gujarat,22.300079,73.208122,302,1,1,1,12,Semi-Furnished,Apartment,7,2,5,11.93,4.59,8.03,22.84,37.1,80,3538
P0384,Ahmedabad - central,Ahmedabad,Gujarat,23.023964,72.56868,547,2,2,1,5,Unfurnished,Apartment,20,1,7,0.52,1.67,9.13,9.65,42.3,99,8655
P0385,Rajkot - central,Rajkot,Gujarat,22.330249,70.80745,492,2,2,7,11,Semi-Furnished,Apartment,13,2,7,1.73,1.72,4.44,17.74,32.6,97,5902
P0386,Jamnagar - outskirts,Jamnagar,Gujarat,22.461507,70.078258,892,2,2,1,1,Unfurnished,Independent House,24,1,2,5.99,3.76,0.58,8.19,36.9,56,5926
P0387,Bhuj - central,Bhuj,Gujarat,23.250985,69.654413,1246,3,3,1,1,Unfurnished,Independent House,52,1,1,6.91,3.21,9.47,13.39,59.0,92,6303
P0388,Bharuch - outskirts,Bharuch,Gujarat,21.713432,73.006437,851,3,3,1,1,Furnished,Independent House,30,1,1,9.4,3.34,1.82,12.26,54.2,105,5633
P0389,Bhavnagar - central,Bhavnagar,Gujarat,21.78481,72.158319,687,1,1,3,5,Unfurnished,Apartment,45,1,3,7.95,5.74,4.49,21.48,49.4,115,4627
P0390,Surat - central,Surat,Gujarat,21.163637,72.819599,886,2,2,3,8,Furnished,Apartment,20,1,5,8.42,6.71,8.15,16.03,37.0,30,12115
P0391,Ahmedabad - central,Ahmedabad,Gujarat,23.002523,72.566341,995,2,2,1,4,Semi-Furnished,Apartment,118,1,4,8.09,1.84,8.85,19.92,42.9,66,13569
P0392,Ahmedabad - central,Ahmedabad,Gujarat,23.029935,72.544036,660,1,1,2,9,Furnished,Apartment,20,1,7,7.92,0.19,2.29,5.5,35.6,63,10687
P0393,Vapi - central,Vapi,Gujarat,20.37082,72.919703,951,2,2,1,1,Unfurnished,Independent House,47,1,1,4.03,5.08,4.01,37.36,52.7,90,7032
P0394,Mehsana - outskirts,Mehsana,Gujarat,23.599986,72.343195,824,2,2,9,9,Unfurnished,Apartment,35,2,1,2.94,4.97,8.99,15.81,50.7,62,4910
P0395,Rajkot - central,Rajkot,Gujarat,22.318933,70.785941,1056,2,2,1,1,Unfurnished,Independent House,43,1,5,3.95,6.32,0.59,19.79,30.3,115,11604
P0396,Nadiad - central,Nadiad,Gujarat,22.669734,72.842021,936,2,3,5,6,Unfurnished,Apartment,67,1,2,0.96,3.98,9.55,6.82,75.6,101,5397
P0397,Junagadh - outskirts,Junagadh,Gujarat,21.515163,70.456143,1034,3,4,2,6,Semi-Furnished,Apartment,83,1,4,11.62,1.69,8.65,21.84,59.5,93,7086
P0398,Rajkot - outskirts,Rajkot,Gujarat,22.302056,70.781483,687,2,2,3,4,Semi-Furnished,Apartment,24,1,5,5.67,3.68,3.88,15.15,50.9,97,7031
P0399,Surat - central,Surat,Gujarat,21.151854,72.827278,256,1,1,1,1,Unfurnished,Independent House,9,1,6,7.14,3.33,0.58,23.04,31.8,104,3741
P0400,Surat - outskirts,Surat,Gujarat,21.176526,72.857756,817,3,4,3,3,Semi-Furnished,Apartment,50,1,5,11.07,2.96,7.12,0.71,38.6,70,11110
P0401,Surat - central,Surat,Gujarat,21.172192,72.854299,380,1,1,7,9,Unfurnished,Apartment,44,0,5,10.94,7.02,1.83,10.67,37.3,55,5191
P0402,Junagadh - outskirts,Junagadh,Gujarat,21.517511,70.4452,914,2,2,3,8,Semi-Furnished,Apartment,37,1,1,0.28,1.43,5.02,8.39,52.0,75,5421
P0403,Rajkot - central,Rajkot,Gujarat,22.311365,70.824302,983,3,3,1,1,Semi-Furnished,Independent House,65,1,5,2.36,6.1,2.74,22.56,34.2,111,10662
P0404,Surat - central,Surat,Gujarat,21.197923,72.81705,668,2,2,2,10,Furnished,Apartment,31,1,7,9.51,0.43,2.27,19.79,32.9,104,10188
P0405,Bhavnagar - outskirts,Bhavnagar,Gujarat,21.787778,72.130232,612,2,3,1,1,Unfurnished,Independent House,34,1,1,4.4,2.71,1.18,20.99,45.4,62,3716
P0406,Gandhinagar - outskirts,Gandhinagar,Gujarat,23.212258,72.643306,785,2,2,9,10,Semi-Furnished,Apartment,30,2,5,9.79,0.23,3.73,1.14,52.1,77,10180
P0407,Rajkot - outskirts,Rajkot,Gujarat,22.321709,70.790281,1268,3,4,1,1,Unfurnished,Independent House,77,1,5,1.89,4.21,5.8,21.42,40.8,91,13446
P0408,Anand - central,Anand,Gujarat,22.551421,72.94205,1071,3,4,4,11,Furnished,Apartment,39,1,1,1.44,7.95,0.49,37.52,47.5,125,7261
P0409,Anand - outskirts,Anand,Gujarat,22.583107,72.912313,616,2,2,5,6,Unfurnished,Apartment,49,1,1,8.67,5.91,3.94,27.47,33.8,85,4379
P0410,Ahmedabad - central,Ahmedabad,Gujarat,23.033258,72.589194,1456,2,2,3,8,Unfurnished,Apartment,168,1,8,0.93,4.33,8.5,24.5,36.0,101,24614
P0411,Jamnagar - outskirts,Jamnagar,Gujarat,22.470843,70.069016,969,3,3,1,1,Semi-Furnished,Independent House,24,1,4,3.54,6.0,8.52,33.97,59.1,105,6650
P0412,Surat - outskirts,Surat,Gujarat,21.191607,72.844744,395,1,1,1,1,Furnished,Villa,26,1,5,10.21,7.48,2.41,18.39,56.8,62,5036
P0413,Vadodara - outskirts,Vadodara,Gujarat,22.312023,73.199504,1100,2,2,6,10,Unfurnished,Apartment,65,1,4,8.42,1.64,8.59,9.84,57.4,122,11395
P0414,Valsad - outskirts,Valsad,Gujarat,20.595227,72.9551,669,1,1,2,5,Furnished,Apartment,63,1,2,8.77,4.65,6.85,39.6,66.7,153,4492
P0415,Bharuch - central,Bharuch,Gujarat,21.716608,73.01362,1148,2,2,7,8,Unfurnished,Apartment,94,1,1,3.04,3.96,6.94,38.41,46.4,84,7814
P0416,Anand - outskirts,Anand,Gujarat,22.570173,72.921938,1283,3,4,1,3,Furnished,Apartment,41,2,1,2.85,4.74,9.88,21.78,50.5,93,8606
P0417,Diu - outskirts,Diu,Gujarat,20.726825,71.001404,838,3,3,1,1,Unfurnished,Independent House,19,1,1,6.76,4.34,8.16,22.1,40.3,103,6474
P0418,Ahmedabad - outskirts,Ahmedabad,Gujarat,22.999983,72.559315,1734,2,3,3,3,Semi-Furnished,Apartment,89,0,6,6.99,5.26,1.06,6.42,40.1,69,26391
P0419,Kheda - central,Kheda,Gujarat,22.73559,72.664441,1480,2,2,1,1,Semi-Furnished,Independent House,95,1,1,7.01,5.59,5.32,39.51,46.1,131,6723
P0420,Morbi - central,Morbi,Gujarat,22.811621,70.861071,1028,2,3,5,6,Semi-Furnished,Apartment,33,1,2,3.21,3.12,9.06,19.0,60.1,116,5503
P0421,Jamnagar - central,Jamnagar,Gujarat,22.465107,70.047461,757,2,2,10,11,Furnished,Apartment,77,1,1,4.67,7.72,2.63,14.45,35.6,93,4754
P0422,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.00942,72.557663,939,2,2,4,6,Unfurnished,Apartment,92,1,6,10.53,4.75,8.11,2.39,32.4,106,14671
P0423,Ahmedabad - central,Ahmedabad,Gujarat,23.015228,72.585525,623,1,1,1,1,Unfurnished,Independent House,29,2,9,5.83,1.11,0.29,12.84,42.9,90,10732
P0424,Ahmedabad - outskirts,Ahmedabad,Gujarat,22.997717,72.55974,1519,2,2,3,10,Semi-Furnished,Apartment,84,1,7,11.44,4.21,7.24,23.1,41.9,115,24069
P0425,Porbandar - outskirts,Porbandar,Gujarat,21.671577,69.627485,794,2,3,1,3,Unfurnished,Apartment,59,2,1,11.55,3.45,5.19,30.58,41.6,110,4274
P0426,Mehsana - central,Mehsana,Gujarat,23.603271,72.392516,250,1,1,1,1,Unfurnished,Independent House,6,2,1,9.92,7.05,5.38,26.32,31.8,63,2000
P0427,Jamnagar - central,Jamnagar,Gujarat,22.440834,70.065571,1581,4,4,7,10,Furnished,Apartment,184,1,3,10.01,6.82,8.61,15.15,42.7,103,10901
P0428,Rajkot - outskirts,Rajkot,Gujarat,22.274432,70.798048,1812,4,4,10,10,Unfurnished,Apartment,46,0,3,5.63,2.46,1.25,8.74,44.3,67,17084
P0429,Surat - central,Surat,Gujarat,21.148592,72.845925,1230,3,2,1,1,Semi-Furnished,Independent House,52,1,5,10.73,4.34,2.84,24.73,35.5,60,16904
P0430,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.038364,72.594306,850,3,2,1,8,Furnished,Apartment,33,1,6,3.34,3.43,5.59,20.0,38.0,58,13030
P0431,Jamnagar - outskirts,Jamnagar,Gujarat,22.469512,70.044633,1119,2,3,1,1,Furnished,Independent House,38,0,1,8.28,0.51,8.33,20.04,49.5,99,6696
P0432,Ahmedabad - central,Ahmedabad,Gujarat,23.052053,72.576872,422,1,1,1,1,Unfurnished,Independent House,33,2,5,2.54,5.68,8.14,17.53,33.7,79,6252
P0433,Gandhinagar - central,Gandhinagar,Gujarat,23.203857,72.623055,975,2,3,4,12,Furnished,Apartment,24,1,3,7.67,1.93,3.49,11.98,34.7,95,12093
P0434,Vadodara - central,Vadodara,Gujarat,22.323428,73.159018,594,1,1,4,8,Semi-Furnished,Apartment,28,1,5,3.18,3.98,3.48,2.79,38.6,58,6924
P0435,Vadodara - outskirts,Vadodara,Gujarat,22.283118,73.207709,876,3,3,7,12,Furnished,Apartment,26,1,2,0.68,7.75,8.86,20.44,49.8,117,8345
P0436,Gandhinagar - central,Gandhinagar,Gujarat,23.214569,72.638326,250,1,1,9,9,Unfurnished,Apartment,27,2,3,6.81,2.84,3.79,15.75,56.9,116,2868
P0437,Ankleshwar - outskirts,Ankleshwar,Gujarat,21.60875,73.004515,1059,2,2,1,1,Furnished,Villa,82,2,2,6.04,4.31,5.23,7.62,42.5,118,6901
P0438,Gandhinagar - central,Gandhinagar,Gujarat,23.199893,72.609245,1420,4,4,1,1,Unfurnished,Independent House,59,1,3,3.78,1.84,7.14,13.8,50.5,104,16669
P0439,Surat - outskirts,Surat,Gujarat,21.157894,72.860216,1185,2,2,5,6,Furnished,Apartment,100,2,6,4.03,7.58,8.86,6.6,55.8,122,15921
P0440,Gandhinagar - central,Gandhinagar,Gujarat,23.218653,72.655911,501,2,2,1,1,Semi-Furnished,Villa,39,1,5,1.46,5.99,3.94,16.35,58.7,72,6343
P0441,Surat - central,Surat,Gujarat,21.15881,72.854215,267,1,1,6,9,Furnished,Apartment,18,1,5,9.82,1.49,5.78,23.58,44.9,101,3552
P0442,Morbi - outskirts,Morbi,Gujarat,22.824769,70.822024,984,3,3,1,1,Unfurnished,Independent House,16,1,1,9.73,4.87,3.9,5.73,61.4,69,4934
P0443,Surat - central,Surat,Gujarat,21.156247,72.833717,1251,2,3,3,4,Unfurnished,Apartment,35,1,8,10.73,6.54,3.21,11.97,42.0,114,19335
P0444,Ahmedabad - central,Ahmedabad,Gujarat,23.002674,72.548008,721,3,3,1,1,Furnished,Independent House,28,1,7,2.87,7.04,3.97,22.11,42.2,69,11413
P0445,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.00972,72.593924,554,1,1,1,1,Furnished,Independent House,7,1,9,4.15,1.53,4.37,22.33,34.6,47,9819
P0446,Surat - central,Surat,Gujarat,21.183802,72.80978,686,1,1,1,1,Unfurnished,Independent House,44,1,7,5.47,6.4,9.77,20.37,49.5,100,9878
P0447,Vadodara - central,Vadodara,Gujarat,22.320095,73.182817,941,3,3,6,9,Furnished,Apartment,107,1,3,6.68,4.36,5.03,13.41,46.5,102,9604
P0448,Porbandar - outskirts,Porbandar,Gujarat,21.620348,69.625399,932,3,2,1,1,Furnished,Villa,45,2,1,0.9,2.86,8.52,35.34,57.0,88,4749
P0449,Veraval - outskirts,Veraval,Gujarat,20.878477,70.344703,935,2,2,4,5,Unfurnished,Apartment,83,1,4,1.45,4.69,4.87,25.79,56.6,118,4857
P0450,Ahmedabad - outskirts,Ahmedabad,Gujarat,22.993152,72.591361,310,1,1,4,7,Semi-Furnished,Apartment,16,1,8,3.58,1.33,8.84,0.8,40.1,50,5167
P0451,Mehsana - outskirts,Mehsana,Gujarat,23.60756,72.373158,250,1,1,1,1,Semi-Furnished,Independent House,5,1,1,11.74,1.09,2.28,26.67,53.2,119,2000
P0452,Valsad - outskirts,Valsad,Gujarat,20.605427,72.949991,560,2,3,7,8,Furnished,Apartment,17,0,2,7.32,6.79,0.47,14.88,48.4,101,4021
P0453,Vadodara - central,Vadodara,Gujarat,22.296068,73.174638,833,3,3,3,3,Unfurnished,Apartment,56,0,4,1.3,2.54,9.81,18.79,57.4,84,8629
P0454,Vadodara - central,Vadodara,Gujarat,22.291094,73.164139,736,2,2,1,1,Furnished,Independent House,48,2,3,0.64,1.37,6.89,1.97,28.6,48,7986
P0455,Mehsana - central,Mehsana,Gujarat,23.596814,72.399264,651,2,2,3,7,Unfurnished,Apartment,74,0,1,8.61,5.49,2.54,39.9,32.3,64,4134
P0456,Ahmedabad - central,Ahmedabad,Gujarat,23.031518,72.549827,935,2,2,3,5,Furnished,Apartment,44,1,6,2.31,6.2,2.73,11.83,39.2,131,14275
P0457,Ahmedabad - central,Ahmedabad,Gujarat,23.031132,72.585863,1667,3,3,4,5,Semi-Furnished,Apartment,174,1,8,8.25,4.1,2.78,21.89,34.3,48,28344
P0458,Surat - outskirts,Surat,Gujarat,21.195248,72.856449,1682,3,3,2,4,Semi-Furnished,Apartment,111,0,6,5.7,5.18,9.02,11.62,55.4,103,22632
P0459,Porbandar - central,Porbandar,Gujarat,21.660212,69.621574,734,3,3,1,1,Furnished,Independent House,30,2,2,1.92,1.79,5.77,39.57,54.0,98,4018
P0460,Veraval - central,Veraval,Gujarat,20.924099,70.350521,920,3,3,2,4,Furnished,Apartment,55,1,1,10.48,4.25,6.76,14.08,55.6,97,4039
P0461,Navsari - central,Navsari,Gujarat,20.925377,72.962644,656,2,2,1,1,Unfurnished,Independent House,26,1,3,9.91,4.53,8.96,11.95,49.8,71,4963
P0462,Morbi - outskirts,Morbi,Gujarat,22.844267,70.825247,1196,2,2,4,5,Unfurnished,Apartment,37,1,1,6.34,0.13,4.62,34.14,61.2,126,6001
P0463,Surat - outskirts,Surat,Gujarat,21.179135,72.82846,459,1,1,2,6,Unfurnished,Apartment,35,0,7,9.8,0.23,8.99,12.55,52.0,54,6550
