property_id,location,city,state,latitude,longitude,area_sqft,bedrooms,bathrooms,floors,balcony_sqft,year_built,property_type,condition,parking_spaces,amenities_score,nearby_schools_km,nearby_hospital_km,nearby_metro_km,crime_rate,air_quality_index,market_trend_score,price
319,Bharuch - Sector 20,Bharuch,Gujarat,21.717352,73.002096,3760,3,4,2,135,2018,Row House,New,3,10,2.44,1.96,0.94,8.51,57,78,11621710
320,Navsari - Sector 13,Navsari,Gujarat,20.953111,72.965351,3718,3,2,3,200,2021,Apartment,New,1,4,3.0,4.32,0.63,9.4,96,63,10370923
321,Gandhinagar - Sector 4,Gandhinagar,Gujarat,23.218318,72.653225,1767,5,3,3,46,2021,Farmhouse,New,0,10,1.59,4.58,3.12,9.71,119,98,6522935
322,Surat - Sector 5,Surat,Gujarat,21.163541,72.850577,1105,5,1,3,90,2023,Farmhouse,New,2,2,4.55,3.98,0.94,1.46,149,93,4564483
323,Jamnagar - Sector 2,Jamnagar,Gujarat,22.487776,70.067528,4440,4,3,2,73,1991,Apartment,Needs Renovation,3,10,3.15,2.09,2.52,9.71,57,51,13157898
324,Junagadh - Sector 20,Junagadh,Gujarat,21.516525,70.472837,2630,4,3,1,61,2006,Penthouse,Good,3,1,0.8,4.93,2.64,9.11,163,59,7200925
325,Gandhinagar - Sector 16,Gandhinagar,Gujarat,23.195717,72.643945,3833,3,4,3,112,2001,Farmhouse,Good,0,1,1.51,2.15,4.03,2.88,152,93,15928441
326,Surat - Sector 3,Surat,Gujarat,21.178496,72.843,3308,3,3,1,136,2005,Row House,Good,0,2,1.14,4.9,0.55,2.44,138,82,13561714
327,Ahmedabad - Sector 12,Ahmedabad,Gujarat,23.013221,72.563609,981,1,2,3,180,2017,Independent House,Good,3,8,3.78,3.62,0.61,8.22,154,100,3814173
328,Anand - Sector 14,Anand,Gujarat,22.546578,72.925613,2499,1,2,2,84,2025,Row House,New,3,10,0.63,1.06,0.55,4.88,99,69,8330556
329,Dwarka - Sector 19,Dwarka,Gujarat,22.259288,68.969731,3004,1,4,2,170,2020,Farmhouse,New,2,8,4.63,3.81,1.01,7.16,180,52,6753722
330,Mehsana - Sector 10,Mehsana,Gujarat,23.573056,72.379053,818,1,1,1,179,2002,Penthouse,Good,3,2,2.19,0.82,1.89,4.64,172,91,2273465
331,Ahmedabad - Sector 3,Ahmedabad,Gujarat,23.015891,72.557618,4966,2,3,1,109,2009,Row House,Good,2,7,2.81,3.91,0.74,6.38,108,56,21254452
332,Palanpur - Sector 13,Palanpur,Gujarat,24.182743,72.432495,3765,5,4,1,168,2024,Penthouse,New,0,5,0.94,3.96,1.38,5.54,114,62,10085027
333,Gandhinagar - Sector 16,Gandhinagar,Gujarat,23.22654,72.618725,1454,2,3,2,196,1993,Villa,Needs Renovation,3,6,3.4,3.9,1.36,8.68,178,72,5136057
334,Ahmedabad - Sector 17,Ahmedabad,Gujarat,23.020632,72.558375,4302,1,4,2,190,2006,Studio,Good,3,6,2.86,4.2,4.94,6.65,133,91,17785713
335,Junagadh - Sector 13,Junagadh,Gujarat,21.539251,70.453038,1883,5,1,2,189,2019,Row House,New,2,7,1.77,1.24,4.91,5.88,81,66,6107891
336,Junagadh - Sector 16,Junagadh,Gujarat,21.526306,70.466888,4849,2,3,1,80,2018,Farmhouse,New,0,9,4.51,3.74,4.82,1.89,179,55,15322184
337,Valsad - Sector 20,Valsad,Gujarat,20.579205,72.932476,3214,4,3,3,107,2025,Row House,New,1,7,1.16,2.38,1.71,2.64,125,91,9722735
338,Rajkot - Sector 12,Rajkot,Gujarat,22.301323,70.794422,2803,3,2,2,149,2023,Apartment,New,2,6,1.92,1.77,2.88,5.23,142,72,9690361
339,Jamnagar - Sector 1,Jamnagar,Gujarat,22.45464,70.063524,4962,2,4,3,101,1985,Studio,Needs Renovation,2,10,3.75,2.05,2.08,8.38,68,95,15013064
340,Morbi - Sector 1,Morbi,Gujarat,22.810538,70.824263,1735,1,1,3,36,1994,Penthouse,Needs Renovation,3,6,2.84,1.63,4.53,5.22,124,71,4900271
341,Rajkot - Sector 16,Rajkot,Gujarat,22.28558,70.809111,537,3,4,3,111,2008,Independent House,Good,3,10,2.82,3.62,1.27,7.23,101,60,1858299
342,Veraval - Sector 12,Veraval,Gujarat,20.920918,70.382165,810,1,1,2,145,1989,Independent House,Needs Renovation,3,10,3.64,3.89,1.08,3.72,75,84,2288569
343,Palanpur - Sector 11,Palanpur,Gujarat,24.152679,72.449314,4716,2,2,3,66,1985,Apartment,Needs Renovation,1,7,3.23,1.38,4.94,6.97,127,51,12046705
344,Godhra - Sector 17,Godhra,Gujarat,22.770135,73.630983,1579,1,3,2,193,2022,Villa,New,0,5,2.45,0.89,3.72,9.43,134,80,3439511
345,Veraval - Sector 13,Veraval,Gujarat,20.892825,70.378374,1033,5,2,1,93,2002,Villa,Good,0,5,2.15,1.21,0.84,6.4,93,62,2696112
346,Nadiad - Sector 4,Nadiad,Gujarat,22.700529,72.846686,1983,1,3,1,35,1983,Row House,Needs Renovation,3,7,2.49,1.86,3.37,5.11,108,98,6114034
347,Bharuch - Sector 3,Bharuch,Gujarat,21.72064,73.004463,1388,1,3,2,197,1987,Farmhouse,Needs Renovation,2,10,0.52,4.97,4.04,8.88,166,80,3760414
348,Rajkot - Sector 15,Rajkot,Gujarat,22.300505,70.806746,2565,1,2,1,194,2015,Villa,Good,0,3,4.36,0.79,2.87,9.64,149,68,7928857
349,Bharuch - Sector 14,Bharuch,Gujarat,21.715702,72.999877,3766,2,3,3,100,2022,Apartment,New,2,8,4.25,1.3,3.03,8.75,147,90,10468401
350,Porbandar - Sector 13,Porbandar,Gujarat,21.642994,69.612829,4030,2,2,2,95,1981,Row House,Needs Renovation,0,7,1.71,3.16,4.3,4.63,166,83,10674263
351,Godhra - Sector 14,Godhra,Gujarat,22.791187,73.628282,702,4,3,3,160,2025,Studio,New,2,3,2.07,3.83,3.36,6.22,75,70,1762569
352,Ahmedabad - Sector 18,Ahmedabad,Gujarat,23.022991,72.586535,1849,5,3,3,155,2009,Studio,Good,1,5,0.51,3.25,4.45,8.56,55,61,7964915
353,Mehsana - Sector 12,Mehsana,Gujarat,23.602426,72.358539,1576,1,2,3,145,2015,Villa,Good,2,1,1.65,1.2,0.54,9.11,145,94,4077285
354,Gandhinagar - Sector 1,Gandhinagar,Gujarat,23.207792,72.617804,2959,4,4,2,190,2019,Farmhouse,New,0,2,3.79,1.34,3.12,8.57,134,90,11041069
355,Bhavnagar - Sector 7,Bhavnagar,Gujarat,21.775697,72.156687,1514,4,2,3,40,2004,Farmhouse,Good,0,7,1.84,3.05,2.99,5.12,177,66,4697403
356,Surat - Sector 5,Surat,Gujarat,21.186306,72.81222,3806,5,2,2,133,1993,Apartment,Needs Renovation,0,2,0.62,4.75,2.07,1.26,129,63,16157436
357,Vadodara - Sector 16,Vadodara,Gujarat,22.319518,73.162684,2116,1,1,3,184,2024,Studio,New,2,8,3.82,0.5,2.11,9.76,53,83,7740960
358,Vadodara - Sector 15,Vadodara,Gujarat,22.322428,73.170358,1178,2,4,3,26,1988,Apartment,Needs Renovation,0,7,4.63,1.31,3.15,2.76,154,94,4519566
359,Dwarka - Sector 6,Dwarka,Gujarat,22.263359,68.981402,4731,5,1,2,45,2007,Apartment,Good,1,1,4.71,2.45,3.21,1.49,185,54,11970762
360,Nadiad - Sector 6,Nadiad,Gujarat,22.704125,72.874715,3427,5,4,2,43,1993,Apartment,Needs Renovation,3,7,1.0,4.72,4.98,2.04,109,59,11276172
361,Jamnagar - Sector 11,Jamnagar,Gujarat,22.465308,70.075895,4705,3,4,3,66,2002,Villa,Good,3,7,3.1,2.54,3.02,5.75,74,100,15037598
362,Rajkot - Sector 1,Rajkot,Gujarat,22.304555,70.810756,3191,4,1,2,187,2004,Studio,Good,3,6,3.2,2.29,4.11,3.06,91,94,12253955
363,Dwarka - Sector 15,Dwarka,Gujarat,22.259222,68.964635,1934,4,4,3,74,2012,Villa,Good,3,8,1.57,2.47,1.58,5.18,146,64,4737684
364,Junagadh - Sector 17,Junagadh,Gujarat,21.530822,70.463849,2340,2,2,3,188,2021,Farmhouse,New,0,10,4.21,4.02,0.57,8.73,124,72,6767751
365,Dwarka - Sector 9,Dwarka,Gujarat,22.246238,68.95994,3395,2,1,2,80,2020,Independent House,New,1,8,4.83,1.23,2.02,1.37,121,81,9287800
366,Valsad - Sector 2,Valsad,Gujarat,20.601168,72.926997,2534,5,2,3,68,2004,Apartment,Good,3,5,2.87,3.94,0.75,4.91,181,61,6831146
367,Morbi - Sector 7,Morbi,Gujarat,22.828019,70.850673,753,3,1,3,77,1987,Independent House,Needs Renovation,2,8,4.57,4.89,3.87,2.67,200,60,2052834
368,Mehsana - Sector 15,Mehsana,Gujarat,23.570248,72.372089,2295,3,1,3,86,2022,Studio,New,2,1,2.12,3.32,3.61,5.53,108,91,6736687
369,Nadiad - Sector 7,Nadiad,Gujarat,22.702658,72.863823,4537,4,2,2,121,1998,Farmhouse,Needs Renovation,2,1,1.52,1.83,1.52,5.15,139,66,13490408
370,Porbandar - Sector 17,Porbandar,Gujarat,21.624441,69.612585,2085,1,2,3,35,2005,Penthouse,Good,2,7,1.16,3.9,4.25,8.46,122,85,5323105
371,Mehsana - Sector 13,Mehsana,Gujarat,23.585102,72.369408,2621,2,2,1,53,2019,Villa,New,3,3,0.76,0.93,2.74,1.78,96,72,8454625
372,Vadodara - Sector 11,Vadodara,Gujarat,22.307726,73.170323,2122,1,4,1,186,1981,Row House,Needs Renovation,3,2,2.22,1.23,1.24,4.74,137,78,7956864
373,Mehsana - Sector 4,Mehsana,Gujarat,23.601463,72.350017,1375,1,3,1,178,1992,Penthouse,Needs Renovation,1,3,2.44,3.68,2.86,2.49,85,90,4423240
374,Godhra - Sector 2,Godhra,Gujarat,22.774295,73.623995,3766,5,1,2,39,2021,Independent House,New,1,6,3.15,1.49,1.46,3.47,180,86,8908793
375,Bharuch - Sector 6,Bharuch,Gujarat,21.720079,72.986666,562,4,3,2,155,2020,Penthouse,New,2,2,4.1,2.07,0.53,3.52,147,77,1760267
376,Jamnagar - Sector 5,Jamnagar,Gujarat,22.469913,70.076794,3866,1,4,2,130,1985,Farmhouse,Needs Renovation,1,9,0.82,2.48,2.41,8.32,184,83,10255912
377,Rajkot - Sector 2,Rajkot,Gujarat,22.307881,70.798823,4876,5,2,2,138,1986,Apartment,Needs Renovation,0,2,2.96,0.68,2.97,2.73,166,82,17300468
378,Anand - Sector 8,Anand,Gujarat,22.552809,72.922875,4776,1,1,1,146,2025,Studio,New,0,7,1.46,0.88,2.11,6.03,60,65,16186855
379,Nadiad - Sector 5,Nadiad,Gujarat,22.708332,72.861644,808,2,2,3,62,2017,Villa,Good,3,5,3.67,4.97,4.29,4.47,137,70,2444615
380,Vadodara - Sector 12,Vadodara,Gujarat,22.325045,73.18779,1879,1,2,2,55,2007,Independent House,Good,2,10,4.36,4.51,4.56,6.73,72,72,7243240
381,Junagadh - Sector 3,Junagadh,Gujarat,21.533154,70.45998,4591,3,4,2,50,2008,Villa,Good,1,1,1.89,1.91,4.49,9.48,157,61,12545682
382,Morbi - Sector 9,Morbi,Gujarat,22.834208,70.819388,1769,3,3,2,136,2013,Apartment,Good,1,6,1.36,3.83,2.45,4.91,97,91,5185949
383,Rajkot - Sector 5,Rajkot,Gujarat,22.321864,70.793162,3243,3,1,3,26,1999,Farmhouse,Needs Renovation,0,4,0.65,1.01,3.25,2.16,80,57,12846015
384,Ahmedabad - Sector 8,Ahmedabad,Gujarat,23.036068,72.56087,4344,4,4,1,78,2021,Apartment,New,2,8,4.44,3.59,3.38,6.94,132,83,17859786
385,Rajkot - Sector 1,Rajkot,Gujarat,22.284189,70.783958,3352,3,2,3,115,2005,Independent House,Good,1,2,1.24,2.27,0.54,8.79,95,90,11251170
386,Junagadh - Sector 10,Junagadh,Gujarat,21.529305,70.442022,4407,1,3,3,199,2012,Farmhouse,Good,1,6,0.83,0.84,2.28,8.14,108,89,13164280
387,Valsad - Sector 11,Valsad,Gujarat,20.588445,72.914438,3111,5,4,2,125,2024,Row House,New,2,1,3.85,4.41,3.23,3.02,130,60,9282290
388,Surat - Sector 9,Surat,Gujarat,21.162475,72.835741,4493,2,3,3,112,2024,Penthouse,New,3,5,3.16,1.91,3.27,3.79,90,98,18893559
389,Valsad - Sector 11,Valsad,Gujarat,20.60617,72.94014,3345,4,1,3,50,1981,Penthouse,Needs Renovation,1,1,3.09,4.22,2.5,6.97,61,98,9866336
390,Nadiad - Sector 9,Nadiad,Gujarat,22.676495,72.868955,593,5,2,2,129,2013,Independent House,Good,3,10,4.17,0.9,1.65,9.42,192,88,1497162
391,Morbi - Sector 13,Morbi,Gujarat,22.833563,70.848185,3584,2,4,2,36,2025,Farmhouse,New,3,6,3.63,4.77,1.75,6.04,165,82,9472064
392,Mehsana - Sector 7,Mehsana,Gujarat,23.571654,72.388299,1709,3,1,1,121,2002,Farmhouse,Good,1,2,1.99,4.09,1.05,8.3,53,65,4994129
393,Ahmedabad - Sector 17,Ahmedabad,Gujarat,23.039248,72.567196,4782,2,3,2,36,2020,Apartment,New,3,4,3.97,4.62,3.24,6.4,150,50,19494301
394,Valsad - Sector 10,Valsad,Gujarat,20.582611,72.951414,1394,1,4,1,52,2019,Villa,New,1,8,2.55,0.55,1.77,6.1,124,65,3913400
395,Porbandar - Sector 5,Porbandar,Gujarat,21.63145,69.63761,2619,4,4,2,75,2015,Independent House,Good,0,2,0.57,3.46,4.88,4.75,141,56,7125991
396,Junagadh - Sector 3,Junagadh,Gujarat,21.523788,70.465411,1421,4,2,2,104,2018,Studio,New,3,9,3.31,0.88,4.33,8.42,117,85,4173777
397,Anand - Sector 17,Anand,Gujarat,22.557741,72.93685,849,3,4,1,26,1982,Row House,Needs Renovation,0,2,4.79,0.64,3.69,1.49,136,76,2917874
398,Bhavnagar - Sector 18,Bhavnagar,Gujarat,21.7648,72.141677,4987,1,3,1,134,1983,Farmhouse,Needs Renovation,1,9,1.04,2.89,0.76,8.3,90,72,15896301
399,Valsad - Sector 6,Valsad,Gujarat,20.606821,72.931569,1620,1,2,1,44,1990,Independent House,Needs Renovation,1,7,0.74,3.73,0.53,1.82,54,74,5390087
400,Morbi - Sector 17,Morbi,Gujarat,22.834155,70.833649,4768,1,2,3,62,2000,Farmhouse,Good,2,5,2.99,1.8,1.71,7.9,92,63,13123107
401,Bharuch - Sector 20,Bharuch,Gujarat,21.691781,72.976675,2936,4,4,1,144,2019,Row House,New,3,9,3.41,1.92,3.28,6.21,158,79,8552048
402,Palanpur - Sector 1,Palanpur,Gujarat,24.181692,72.449499,4151,1,4,3,46,1987,Apartment,Needs Renovation,3,5,2.52,4.71,4.89,2.1,137,83,11668309
403,Anand - Sector 18,Anand,Gujarat,22.554118,72.922275,2075,5,2,2,182,1994,Penthouse,Needs Renovation,3,5,0.64,4.39,1.15,6.69,148,73,6278555
404,Junagadh - Sector 10,Junagadh,Gujarat,21.537011,70.456176,2956,4,1,3,54,2013,Row House,Good,1,8,4.51,0.73,3.79,6.57,161,88,8616803
405,Ahmedabad - Sector 17,Ahmedabad,Gujarat,23.009627,72.583743,2322,2,1,3,73,1984,Independent House,Needs Renovation,0,4,4.59,0.93,0.69,8.35,187,58,8648891
406,Dwarka - Sector 7,Dwarka,Gujarat,22.25729,68.952982,4910,3,2,2,82,2023,Apartment,New,3,9,2.13,0.84,1.14,4.18,132,100,12497877
407,Anand - Sector 12,Anand,Gujarat,22.554597,72.914541,4792,3,2,1,187,1986,Studio,Needs Renovation,1,9,1.68,2.66,1.14,3.43,156,98,15444695
408,Surat - Sector 11,Surat,Gujarat,21.179113,72.820999,2024,2,2,3,192,1991,Penthouse,Needs Renovation,2,5,3.77,4.29,2.14,9.77,140,56,7002594
409,Porbandar - Sector 1,Porbandar,Gujarat,21.641967,69.619287,1898,2,1,1,52,2018,Farmhouse,New,0,10,1.61,4.16,0.72,9.04,107,90,4859657
410,Gandhinagar - Sector 8,Gandhinagar,Gujarat,23.203692,72.620048,3812,5,4,2,114,1989,Villa,Needs Renovation,3,2,4.44,3.34,3.19,1.19,152,63,16409331
411,Palanpur - Sector 19,Palanpur,Gujarat,24.169439,72.450192,1428,5,4,2,179,2024,Villa,New,1,6,1.22,2.9,1.77,8.33,169,78,3362494
412,Bharuch - Sector 2,Bharuch,Gujarat,21.700626,73.009599,1504,1,1,3,114,1994,Penthouse,Needs Renovation,3,9,2.56,3.76,2.38,9.37,101,65,4339917
413,Morbi - Sector 16,Morbi,Gujarat,22.826481,70.830403,3439,5,4,2,178,1983,Villa,Needs Renovation,1,2,4.22,1.37,1.71,7.78,132,94,9074080
414,Godhra - Sector 4,Godhra,Gujarat,22.774808,73.61348,2348,5,1,1,144,1986,Studio,Needs Renovation,1,5,2.1,4.77,1.98,1.31,93,87,6428902
415,Mehsana - Sector 10,Mehsana,Gujarat,23.583629,72.384733,1362,4,3,1,66,2018,Row House,New,1,1,1.82,1.59,4.01,1.25,81,55,4515428
416,Rajkot - Sector 19,Rajkot,Gujarat,22.285278,70.808857,2524,2,2,1,101,1982,Farmhouse,Needs Renovation,0,2,0.56,2.32,1.07,5.0,68,75,9527090
417,Palanpur - Sector 3,Palanpur,Gujarat,24.17479,72.457614,2117,3,2,2,112,2001,Penthouse,Good,3,8,1.74,1.67,4.21,1.93,126,97,6048049
418,Bharuch - Sector 1,Bharuch,Gujarat,21.692194,72.988709,3672,5,4,2,167,2021,Penthouse,New,3,10,4.41,4.93,4.06,5.31,174,78,10708291
419,Palanpur - Sector 3,Palanpur,Gujarat,24.153795,72.455275,4356,4,4,1,141,2011,Villa,Good,3,9,4.14,1.26,3.22,5.1,124,85,11650571
420,Anand - Sector 17,Anand,Gujarat,22.580971,72.923602,2620,5,2,1,96,2021,Villa,New,0,1,4.56,3.18,0.61,1.3,166,87,8725898
421,Gandhinagar - Sector 2,Gandhinagar,Gujarat,23.227889,72.645638,806,5,2,3,73,1983,Studio,Needs Renovation,1,5,0.64,2.95,4.33,9.43,157,79,2866823
422,Godhra - Sector 13,Godhra,Gujarat,22.766296,73.61083,3380,2,4,2,55,2009,Apartment,Good,1,2,0.7,2.03,3.25,9.57,62,98,7947215
423,Vadodara - Sector 17,Vadodara,Gujarat,22.317469,73.189625,1149,2,4,2,41,2018,Independent House,New,2,5,4.24,1.17,3.27,6.47,141,94,4124516
424,Nadiad - Sector 13,Nadiad,Gujarat,22.705668,72.877109,2242,5,3,1,106,2013,Row House,Good,2,4,1.82,2.52,3.38,9.67,182,92,5695185
425,Morbi - Sector 6,Morbi,Gujarat,22.826677,70.828879,4258,5,3,2,188,1982,Apartment,Needs Renovation,3,4,2.13,3.25,4.09,4.97,86,54,12617877
426,Jamnagar - Sector 1,Jamnagar,Gujarat,22.457098,70.055517,1652,1,1,2,108,1983,Apartment,Needs Renovation,3,8,3.77,2.3,0.73,7.97,185,95,4413891
427,Anand - Sector 5,Anand,Gujarat,22.579974,72.938729,2158,4,2,3,74,2017,Villa,Good,2,9,0.81,0.56,3.03,6.58,196,53,6177477
428,Bharuch - Sector 10,Bharuch,Gujarat,21.689675,73.007662,2223,2,1,1,21,1994,Apartment,Needs Renovation,2,3,2.97,2.12,2.69,1.29,127,95,7467907
429,Junagadh - Sector 16,Junagadh,Gujarat,21.502576,70.472889,3042,4,2,1,27,2011,Studio,Good,0,6,1.0,1.86,2.15,2.04,157,90,9839112
430,Mehsana - Sector 5,Mehsana,Gujarat,23.596041,72.371213,4726,1,2,2,35,2001,Studio,Good,3,3,1.01,3.04,3.95,6.64,177,75,12479998
431,Morbi - Sector 10,Morbi,Gujarat,22.822775,70.826105,2517,5,1,3,85,2018,Farmhouse,New,2,5,4.17,1.04,1.76,5.44,78,88,7445464
432,Dwarka - Sector 14,Dwarka,Gujarat,22.227057,68.966649,2006,4,3,1,109,1982,Studio,Needs Renovation,2,3,3.55,1.55,3.13,7.45,82,88,5014794
433,Surat - Sector 6,Surat,Gujarat,21.175375,72.841899,2226,2,1,2,127,2024,Farmhouse,New,2,5,4.19,2.73,1.22,1.23,75,93,10041986
434,Porbandar - Sector 1,Porbandar,Gujarat,21.657938,69.621679,3087,1,1,2,153,2018,Studio,New,2,8,1.69,4.74,0.71,8.92,58,83,8362112
435,Anand - Sector 12,Anand,Gujarat,22.569834,72.932983,2500,4,3,1,112,2012,Farmhouse,Good,2,3,0.8,3.22,0.85,5.19,132,90,7973491
436,Vadodara - Sector 2,Vadodara,Gujarat,22.320297,73.192947,1142,4,1,2,23,2001,Studio,Good,2,5,3.1,3.97,4.32,3.14,52,59,4870213
437,Vadodara - Sector 1,Vadodara,Gujarat,22.295698,73.189938,3950,4,2,3,50,2018,Penthouse,New,0,1,3.64,2.23,2.25,7.02,173,57,13478459
438,Bharuch - Sector 2,Bharuch,Gujarat,21.709979,72.992384,4825,2,1,2,24,1984,Studio,Needs Renovation,0,1,4.85,3.76,1.94,1.92,163,100,15339610
439,Rajkot - Sector 18,Rajkot,Gujarat,22.293972,70.805793,878,3,4,3,96,2017,Studio,Good,1,6,1.36,4.97,1.33,8.41,146,82,2806621
440,Godhra - Sector 4,Godhra,Gujarat,22.786243,73.597337,3039,1,3,3,21,2024,Independent House,New,0,5,2.59,1.61,4.09,2.49,162,78,7501557
441,Bhavnagar - Sector 8,Bhavnagar,Gujarat,21.781497,72.144638,4460,3,1,3,155,2022,Farmhouse,New,1,3,2.55,2.53,4.68,9.42,159,78,12785631
442,Bhavnagar - Sector 13,Bhavnagar,Gujarat,21.779699,72.146834,3429,2,2,3,77,2009,Penthouse,Good,1,8,4.06,1.31,2.14,2.7,127,75,11893841
443,Surat - Sector 15,Surat,Gujarat,21.185067,72.83366,3311,2,2,3,92,2012,Studio,Good,3,4,4.66,4.82,1.01,2.45,182,76,12878432
444,Morbi - Sector 17,Morbi,Gujarat,22.833596,70.829108,4112,5,2,1,150,2008,Row House,Good,2,4,1.54,3.99,3.47,8.95,136,73,10500561
445,Nadiad - Sector 2,Nadiad,Gujarat,22.709457,72.872797,4928,3,2,2,122,1994,Apartment,Needs Renovation,0,6,3.97,2.91,1.51,3.32,79,99,16313678
446,Godhra - Sector 1,Godhra,Gujarat,22.790619,73.613316,3598,2,3,2,105,2010,Independent House,Good,2,6,3.47,2.73,0.96,7.32,184,92,7769041
447,Palanpur - Sector 5,Palanpur,Gujarat,24.164535,72.425118,993,1,3,3,70,1997,Villa,Needs Renovation,0,4,1.89,4.46,0.98,2.23,73,98,2990151
448,Veraval - Sector 20,Veraval,Gujarat,20.909928,70.34303,2902,5,1,1,39,2024,Row House,New,2,2,1.81,0.86,4.32,6.3,109,83,7457624
449,Vadodara - Sector 14,Vadodara,Gujarat,22.311027,73.174106,1532,2,3,2,103,2006,Row House,Good,3,4,0.73,3.47,0.77,5.41,183,88,5357837
450,Morbi - Sector 19,Morbi,Gujarat,22.829786,70.836386,2311,4,2,1,164,1997,Villa,Needs Renovation,2,10,2.6,4.88,3.95,7.14,73,68,6610957
451,Ahmedabad - Sector 17,Ahmedabad,Gujarat,23.007747,72.578932,4926,1,4,2,173,2025,Row House,New,1,9,2.81,2.85,1.2,4.74,200,96,19619666
452,Rajkot - Sector 13,Rajkot,Gujarat,22.314966,70.820499,1819,1,2,2,99,2019,Farmhouse,New,3,9,2.21,4.0,4.83,6.87,57,95,6658345
453,Junagadh - Sector 12,Junagadh,Gujarat,21.506455,70.45036,3339,2,1,3,191,2010,Villa,Good,0,10,4.06,1.67,3.51,7.83,115,87,9969038
454,Nadiad - Sector 3,Nadiad,Gujarat,22.702943,72.878815,2655,4,2,1,153,2020,Apartment,New,3,4,1.04,4.52,4.27,3.77,176,55,7787648
455,Godhra - Sector 12,Godhra,Gujarat,22.773052,73.605517,2971,5,4,3,30,2023,Row House,New,3,4,4.16,4.63,3.38,9.68,173,53,6142149
456,Vadodara - Sector 12,Vadodara,Gujarat,22.297999,73.201179,2666,1,4,1,193,1985,Farmhouse,Needs Renovation,0,3,1.05,1.74,4.01,8.49,98,58,9582760
457,Bhavnagar - Sector 18,Bhavnagar,Gujarat,21.759013,72.133178,4914,3,2,1,127,1986,Farmhouse,Needs Renovation,2,6,2.26,1.76,4.49,5.44,115,85,16278069
458,Surat - Sector 2,Surat,Gujarat,21.17565,72.831842,4861,1,3,2,71,1988,Penthouse,Needs Renovation,1,1,0.79,4.34,0.97,9.69,75,92,18125089
459,Nadiad - Sector 2,Nadiad,Gujarat,22.699131,72.849784,1956,4,1,2,43,1994,Row House,Needs Renovation,0,1,2.69,2.13,2.74,8.61,195,59,5018233
460,Dwarka - Sector 18,Dwarka,Gujarat,22.236084,68.966636,1505,2,1,2,52,2005,Independent House,Good,3,4,4.53,3.6,1.79,6.12,106,90,3778510
461,Veraval - Sector 12,Veraval,Gujarat,20.916184,70.371531,1095,4,3,2,81,1989,Farmhouse,Needs Renovation,1,1,0.75,2.28,1.55,4.46,195,70,2649396
462,Mehsana - Sector 3,Mehsana,Gujarat,23.592481,72.350673,1854,3,3,2,143,2022,Studio,New,1,2,3.45,4.73,4.61,7.09,62,66,5522081
463,Rajkot - Sector 18,Rajkot,Gujarat,22.310671,70.79864,3307,3,1,2,63,2012,Row House,Good,3,2,1.13,2.89,4.32,1.51,128,83,12584772
464,Gandhinagar - Sector 5,Gandhinagar,Gujarat,23.202119,72.627875,4281,5,4,1,175,2023,Studio,New,1,4,4.12,0.53,2.31,9.12,184,92,14851817
465,Surat - Sector 16,Surat,Gujarat,21.161283,72.841657,2940,2,2,3,125,2016,Row House,Good,0,10,3.6,1.73,0.6,1.92,158,51,11902107
466,Jamnagar - Sector 20,Jamnagar,Gujarat,22.452966,70.064605,2814,3,2,1,30,2001,Studio,Good,3,10,3.55,2.11,4.06,4.2,116,86,8886616
467,Ahmedabad - Sector 5,Ahmedabad,Gujarat,23.026724,72.555783,4464,1,4,1,180,2005,Farmhouse,Good,3,3,2.4,2.38,4.07,1.68,88,87,21639072
468,Nadiad - Sector 7,Nadiad,Gujarat,22.692416,72.856282,780,2,1,3,26,2024,Row House,New,0,6,3.26,4.8,1.48,6.58,131,88,2266182
469,Surat - Sector 16,Surat,Gujarat,21.16202,72.845928,3058,1,4,3,169,1988,Row House,Needs Renovation,3,2,2.58,3.97,2.19,1.08,191,61,12102426
470,Dwarka - Sector 2,Dwarka,Gujarat,22.234769,68.979354,2927,5,3,3,36,2015,Villa,Good,3,7,1.84,1.6,1.16,8.86,198,100,6180752
471,Ahmedabad - Sector 2,Ahmedabad,Gujarat,23.033941,72.572829,4108,4,2,1,196,2024,Studio,New,2,4,2.62,2.09,1.84,7.64,63,72,17935713
472,Porbandar - Sector 16,Porbandar,Gujarat,21.628307,69.644448,3378,1,2,3,180,1981,Penthouse,Needs Renovation,0,2,5.0,2.36,4.83,7.26,145,55,8640886
473,Palanpur - Sector 7,Palanpur,Gujarat,24.165251,72.450262,1075,1,2,3,147,2024,Villa,New,1,8,2.51,2.67,3.46,2.77,159,88,2903563
474,Veraval - Sector 8,Veraval,Gujarat,20.894738,70.365061,1773,4,1,2,151,1981,Apartment,Needs Renovation,1,2,2.98,4.27,4.83,2.5,178,50,4568967
475,Gandhinagar - Sector 7,Gandhinagar,Gujarat,23.2023,72.617406,1176,5,3,3,167,2018,Row House,New,1,10,3.78,2.93,0.91,9.78,61,69,4619003
476,Anand - Sector 20,Anand,Gujarat,22.557038,72.94489,4023,1,2,1,148,2007,Row House,Good,2,7,3.08,0.63,4.02,3.54,181,89,12552406
477,Rajkot - Sector 4,Rajkot,Gujarat,22.29329,70.817007,2222,1,1,3,176,1991,Penthouse,Needs Renovation,2,6,0.55,3.84,3.78,1.31,84,56,8919115
